Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,1.0,110.0,Suburbann,36.0,None,False,Gas,False,False,2020-10-27,White,,False,Excellent,Excellent,Poor,Poor,6.0,3.6,111.0,Wood 760C2 Window,105.38268
1.0,,21.0,Suburban,,Excellent,,Oil Heating,True,False,2023-11-20,White,Roman,False,Good,Good,Excellent,Good,46.0,2.13,,RNB Wood YUGWVHA Window,117.24256
2.0,2.0,85.0,Rural,37.0,None,,Oil Heating,False,True,2022-11-21,Yellow,,False,Good,Good,Excellent,Excellent,6.0,1.27,134.4,Wood IP7VC5E,329.98131
1.0,1.0,59.0,Rural,33.0,None,False,Electric,False,True,2022-07-17,Gray,,False,Excellent,Good,Good,Good,6.0,2.07,,U1FM4S Aluminum WGE,134.87541
1.0,1.0,31.0,Rural,69.0,Good,False,Electric,True,True,2020-12-15,,Sabrina,False,Excellent,Excellent,Good,Good,16.0,3.02,,DBT1T94 Wood LNY5 Window,215.26759
1.0,2.0,106.0,Urban,25.0,,False,Gas,True,False,2020-02-23,Gray,,False,Excellent,Good,Poor,Poor,6.0,2.45,106.0,Steel 4LM0,215.97648
1.0,1.0,8457.0,Urban,66.0,,,Oil,True,True,2021-10-01,Green,Roman,False,Good,Good,Excellent,Good,16.0,2.52,,Steel 7IF91LO Window,259.88653
,,27.0,Rural,50.0,,False,Oil,True,True,2024-03-12,Gray,Sandra,False,Good,Excellent,Poor,Excellent,16.0,2.73,46.4,Steel RQE5 Window,329.06989
1.0,,50.0,Urban,20.0,,False,Electric,False,True,2021-01-03,Gray,Andreas,False,Excellent,Good,Good,Excellent,6.0,2.65,,Steel RVVIHW,192.68739
1.0,1.0,45.0,Urban,42.0,None,False,Gas,False,False,2023-08-22,White,Johanna,False,Excellent,Good,Poor,Good,6.0,2.15,44.0,ZBNQ1P Aluminum IHTZ,73.01597
1.0,1.0,40.0,Urban,59.0,None,False,Electricity,True,True,2023-10-29,Yellow,Laura,False,Good,Good,Excellent,Good,6.0,4.68,24.0,Aluminum Z2OB86,85.6927
1.0,1.0,54.0,Urban,46.0,None,False,Oil Heating,True,True,2022-07-03,Green,,False,Excellent,Good,Good,Excellent,6.0,2.2,86.4,ZAXMR Steel 9YSCR Window,240.31304
1.0,3.0,120.0,Urban,36.0,,True,Gas,False,False,2021-05-01,,Stefan,False,Poor,Excellent,Good,Good,6.0,3.26,,Wood 4OG Window,189.09294
2.0,,60.0,Suburban,,,False,Gas,False,False,2020-05-08,Gray,,False,Good,Good,Good,Good,6.0,2.24,,RTIA Aluminum YVY,48.49086
2.0,,81.0,Rural,,None,True,Gas,True,True,2021-06-24,White,,False,Excellent,Good,Good,Poor,6.0,3.05,82.0,Steel PSCC4 Window,326.95781
1.0,1.0,56.0,Rural,42.0,None,False,Electricity,False,True,2023-01-11,Green,Natalie,False,Good,Good,Excellent,Poor,6.0,3.31,,Steel 3PX Window,268.41264
1.0,1.0,81.0,Suburbann,,None,,Gas,False,True,2020-01-17,Green,Sabrina,False,Good,Good,Poor,Excellent,6.0,1.71,83.0,L8O Wood HH08G Window,96.35935
1.0,,146.0,Urban,27.0,,,Oil,False,True,2021-10-01,Green,,False,Good,Good,Good,Excellent,6.0,2.65,-658.0,XP6T1C6 Steel 1BF,378.09316
1.0,1.0,46.0,Urban,48.0,,False,Gas,True,True,2022-08-19,Yellow,,False,Excellent,Good,Poor,Excellent,6.0,1.56,46.0,Steel VWJQ Window,207.05593
1.0,3.0,116.0,Urban,39.0,None,False,Oil,True,False,2022-01-28,,,False,Excellent,Excellent,Good,Poor,6.0,1.36,,Aluminum 98WY7K,194.77499
1.0,1.0,52.0,Suburban,63.0,,False,Electricity,True,True,2021-11-02,Green,Denis,False,Good,Poor,Good,Good,6.0,1.71,,Aluminum UFREU Window,48.71951
1.0,,58.0,Rural,,None,False,Oil,False,True,2020-11-02,Yellow,Natalie,False,Good,Excellent,Good,Excellent,6.0,4.37,92.8,WM29C Steel 2RCCU,302.38519
2.0,1.0,78.0,Rural,,Poor,False,Oil Heating,True,False,2023-03-13,Gray,Denis,False,Excellent,Excellent,Excellent,Good,14.0,1.41,124.8,2L3 Aluminum 568NW,231.679
1.0,1.0,44.0,Urban,39.0,Good,True,Oil,True,True,2020-02-20,Green,,False,Excellent,Poor,Excellent,Poor,16.0,1.52,,Wood M5JOQA5 Window,182.52735
1.0,1.0,50.0,Rural,51.0,,False,Gas,False,True,2020-01-28,Yellow,Daniel,False,Excellent,Poor,Poor,Good,6.0,4.15,,YVWS Wood 0TXJJ6A,175.91141
1.0,,21.0,Rural,58.0,None,False,Gas,False,True,2023-07-08,Yellow,Florian,False,Excellent,Good,Good,Poor,6.0,4.71,22.0,Steel FGEG Window,227.44803
2.0,1.0,103.0,Urban,54.0,None,False,Oil,False,True,2020-08-22,White,Laura,False,Good,Poor,Poor,Good,6.0,3.83,163.2,JFAWP6D Wood 5QEZVK Window,217.5162
2.0,,105.0,Urban,64.0,None,True,Gas,False,True,2022-03-21,White,,False,Good,Good,Excellent,Excellent,6.0,3.32,104.0,K364T Aluminum 0B4TIGG Window,166.85527
2.0,2.0,124.0,Urban,59.0,None,False,Electricity,False,True,2021-02-27,Yellow,,False,Excellent,Excellent,Excellent,Good,6.0,4.42,74.4,WVQVN Aluminum PMSKSO7 Window,164.2854
1.0,,7644.0,Suburban,55.0,Good,False,Electric,True,False,2021-04-23,White,,False,Excellent,Good,Excellent,Good,16.0,1.35,,PGX Wood OMA,91.90176
2.0,1.0,86.0,Rural,55.0,Poor,True,Electricity,False,True,2021-07-01,Yellow,Stefan,False,Good,Good,Good,Good,14.0,1.25,52.2,BXP3G Wood O5BJWY Window,256.16868
1.0,2.0,122.0,Urban,62.0,Good,False,Electric,False,True,2021-12-21,Yellow,,False,Good,Good,Good,Excellent,16.0,3.7,73.2,HOQTR Aluminum S5P,177.93653
1.0,,41.0,Suburbann,,Excellent,,Oil Heating,True,True,2021-06-29,Green,Daniel,False,Good,Good,Excellent,Good,46.0,2.64,65.6,NCLTU7 Aluminum WZZ,120.46112
1.0,,27.0,Rural,57.0,Excellent,,Gas,False,True,2021-01-29,Gray,Laura,False,Poor,Poor,Excellent,Good,46.0,2.16,26.0,Wood 02KV Window,281.75213
1.0,1.0,29.0,Suburban,31.0,,False,Oil,False,False,2021-08-07,Yellow,,False,Good,Good,Good,Excellent,6.0,2.58,44.8,CKQF Aluminum QRB96M Window,41.50118
1.0,1.0,43.0,Urban,63.0,None,True,Gas,True,True,2021-01-27,Gray,,False,Good,Excellent,Excellent,Excellent,6.0,1.23,,41MJ Wood YRKJ12 Window,152.01113
3.0,2.0,-957.0,Rural,13.0,,False,Electric,False,False,2021-05-19,Yellow,,False,Good,Good,Poor,Good,6.0,1.2,,Steel 639,295.48104
2.0,2.0,72.0,Rural,68.0,Excellent,False,Oil,True,True,2021-08-03,White,,False,Good,Good,Good,Poor,46.0,3.48,115.2,C77FS0F Wood BYHQ56 Window,416.7227
5.0,5.0,137.0,Urban,55.0,None,,Gas,False,True,2022-04-13,,Sandra,False,Good,Poor,Poor,Excellent,6.0,3.43,138.0,Wood 9I4SN,270.10077
1.0,1.0,7336.0,Urban,,Excellent,False,Electric,False,False,2022-01-16,Yellow,Stefan,False,Good,Poor,Excellent,Excellent,46.0,3.88,,Steel YISAN6,251.30526
1.0,1.0,53.0,Urban,,None,False,Electric,True,True,2020-03-30,,,False,Good,Good,Good,Poor,6.0,2.08,32.4,Wood F5HRC,124.47299
1.0,1.0,67.0,Urban,57.0,None,False,Gas,False,False,2022-04-20,Green,Lukas,False,Good,Good,Excellent,Good,6.0,3.22,,XX0R Steel ZIW,179.48507
1.0,,20.0,Suburban,51.0,Excellent,,Oil,True,True,2020-06-18,Gray,,False,Excellent,Good,Poor,Excellent,46.0,2.01,32.0,TC7B9G5 Aluminum ZFS1 Window,103.67234
1.0,2.0,98.0,Suburban,53.0,,,Oil Heating,False,True,2020-10-24,Gray,Maria,False,Good,Poor,Poor,Excellent,16.0,1.01,156.8,Aluminum 2DYLPPO,118.38902
5.0,1.0,145.0,Urban,,Good,False,Oil Heating,False,True,2023-06-07,Gray,Laura,False,Poor,Poor,Good,Good,16.0,2.61,232.0,O3R89FS Wood 578X3,338.96564
1.0,2.0,145.0,Suburban,24.0,Excellent,True,Oil Heating,False,True,2023-11-21,White,,False,Excellent,Poor,Good,Poor,46.0,3.62,230.4,TXCDY Steel RAWM1 Window,285.70427
2.0,3.0,117.0,Suburbann,54.0,None,False,Gas,True,True,2020-07-03,Yellow,,False,Excellent,Excellent,Good,Good,6.0,1.9,117.0,D442ZU Aluminum LCT5JH7 Window,114.88477
4.0,2.0,129.0,Rural,64.0,None,False,Electricity,False,True,2024-01-02,Green,Theresa,False,Good,Poor,Poor,Poor,6.0,1.7,,Steel PQV Window,366.06377
,,26.0,Urban,,,,Oil Heating,True,True,2022-11-05,Yellow,,False,Good,Excellent,Poor,Excellent,6.0,3.39,40.0,24EEPE7 Wood XBORVBL Window,129.72281
1.0,1.0,30.0,Suburban,3.0,None,False,Oil,False,True,2022-01-18,Gray,Roman,False,Excellent,Good,Good,Excellent,6.0,2.94,49.6,Aluminum 1PZQ,61.28632
3.0,1.0,134.0,Suburbann,49.0,,False,Gas,False,True,2023-08-05,Gray,,False,Poor,Poor,Good,Good,6.0,3.1,134.0,Aluminum 8SXQ7 Window,113.12582
1.0,1.0,20.0,Urban,42.0,,False,Oil Heating,True,False,2023-04-07,Gray,Natalie,False,Poor,Poor,Excellent,Good,16.0,1.12,,XRTFV8 Steel 1ML Window,173.62971
1.0,1.0,27.0,Rural,34.0,Poor,,Gas,False,True,2023-03-30,Yellow,Roman,False,Good,Excellent,Excellent,Excellent,14.0,4.03,,Aluminum BIPAHF Window,149.99121
2.0,3.0,115.0,Urban,71.0,None,True,Electric,True,True,2020-05-06,White,,False,Excellent,Good,Good,Good,6.0,2.95,,Wood S3YR,204.20415
5.0,1.0,147.0,Urban,27.0,Good,False,Gas,False,True,2022-01-14,White,,False,Poor,Poor,Good,Poor,16.0,1.3,146.0,Steel 4NX3G,336.6885
5.0,1.0,144.0,Rural,,,False,Electricity,False,True,2020-02-09,Green,Martin,False,Good,Good,Poor,Good,6.0,2.53,87.0,Wood YLIJ Window,286.85049
,,95.0,Urban,37.0,,,Electricity,False,True,2020-11-24,Yellow,Daniel,False,Poor,Poor,Excellent,Good,16.0,1.36,56.4,ROUIV Aluminum IB7K Window,149.28673
1.0,1.0,24.0,Urban,36.0,None,False,Gas,True,True,2020-12-24,Green,Lukas,False,Poor,Good,Excellent,Excellent,6.0,2.55,,Steel HT0 Window,175.9338
3.0,3.0,125.0,Suburban,52.0,None,False,Gas,False,True,2024-02-17,Green,Natalie,False,Poor,Excellent,Good,Excellent,6.0,2.75,,4WOD3MH Steel 441X Window,188.81029
1.0,,59.0,Urban,50.0,None,False,Electricity,True,False,2022-09-26,White,Stefan,False,Excellent,Poor,Good,Good,6.0,2.23,37.2,XDC Steel A7WOY,174.77886
1.0,1.0,41.0,Suburbann,,,False,Gas,False,True,2020-12-17,Green,Sandra,False,Good,Good,Good,Good,16.0,1.71,42.0,Steel XH69Q2P Window,118.883
2.0,2.0,70.0,Urban,51.0,None,False,Electricity,True,True,2023-12-20,Yellow,Stefan,False,Good,Poor,Poor,Excellent,6.0,3.31,,Wood 8NEZA9Q,168.68387
,3.0,101.0,Suburban,34.0,Good,False,Oil,True,False,2020-02-11,Green,,False,Good,Good,Excellent,Good,16.0,2.68,,Steel 2VE,165.18466
1.0,1.0,96.0,Urban,,,False,Oil Heating,True,True,2022-12-05,Yellow,Denis,False,Poor,Good,Good,Excellent,6.0,2.09,155.2,RXSA1 Aluminum ZWX0,181.90686
2.0,2.0,86.0,Suburbann,62.0,,,Oil,False,True,2021-01-20,White,,False,Good,Good,Good,Excellent,6.0,3.14,136.0,Wood QENZ Window,128.44666
2.0,3.0,117.0,Rural,41.0,None,False,Gas,False,True,2022-04-08,Gray,,False,Good,Good,Excellent,Good,6.0,1.02,116.0,Aluminum 17M3RYE Window,260.6362
2.0,3.0,120.0,Rural,34.0,,False,Electricity,False,True,2023-07-16,Green,Martin,False,Good,Poor,Good,Excellent,6.0,3.0,72.0,Steel JAQTQ Window,378.64103
2.0,2.0,120.0,Rural,40.0,None,False,Electric,False,True,2023-12-21,Green,Roman,False,Excellent,Poor,Good,Poor,6.0,2.37,71.4,KLVY9DE Aluminum UI36B,213.97397
1.0,,40.0,Urban,52.0,,,Oil Heating,False,True,2023-09-11,Green,Sandra,False,Excellent,Poor,Excellent,Excellent,6.0,1.6,,M0KN Wood 7XN6T Window,159.09977
1.0,2.0,70.0,Urban,,,True,Gas,False,True,2020-12-03,Gray,Maria,False,Good,Good,Poor,Excellent,6.0,1.65,69.0,CVBLLT Steel J8W9K Window,201.0415
1.0,1.0,47.0,Urban,36.0,,False,Oil Heating,True,False,2020-02-08,Green,,False,Good,Good,Excellent,Good,6.0,2.38,,EEV1 Wood 99C Window,137.29978
1.0,1.0,104.0,Urban,,Good,True,Electric,False,True,2021-09-21,Green,,False,Poor,Good,Good,Good,16.0,2.03,,Aluminum YSAA5O2,141.41593
1.0,2.0,80.0,Rural,57.0,,False,Gas,True,True,2023-06-04,Green,,False,Good,Good,Good,Excellent,6.0,3.03,,Steel 0V0,353.83271
1.0,1.0,25.0,Rural,71.0,None,False,Gas,True,False,2023-08-31,Yellow,Roman,False,Poor,Good,Poor,Good,6.0,2.85,,Steel 7YH6Q1,189.49891
1.0,1.0,35.0,Rural,52.0,,False,Gas,True,True,2022-12-02,White,,False,Good,Good,Excellent,Excellent,46.0,2.73,,Steel KEA91 Window,425.90971
1.0,1.0,59.0,Rural,69.0,,False,Gas,False,True,2023-10-13,Gray,,False,Good,Good,Good,Good,6.0,1.04,57.0,Wood SOADW Window,206.81693
1.0,,26.0,Rural,50.0,,False,Electric,False,False,2024-03-10,White,,False,Poor,Excellent,Good,Good,6.0,2.52,15.6,Aluminum UNZ4J0,66.73551
1.0,1.0,42.0,Rural,37.0,None,False,Electricity,False,False,2023-11-28,White,Lukas,False,Excellent,Good,Good,Good,6.0,3.54,25.8,O7YA70C Wood V0M,160.08991
1.0,1.0,103.0,Urban,57.0,,,Oil Heating,True,True,2024-02-12,Yellow,Theresa,False,Good,Excellent,Good,Poor,16.0,4.6,,17LNU Aluminum 3VF Window,233.37753
1.0,,54.0,Urban,53.0,None,False,Electric,True,True,2021-07-31,White,,False,Poor,Excellent,Poor,Good,6.0,1.38,,1ANY3F Wood X69G6Y Window,135.81925
1.0,2.0,118.0,Rural,52.0,None,,Electric,False,False,2020-02-26,Gray,Theresa,False,Excellent,Excellent,Good,Excellent,6.0,1.74,70.8,Aluminum AUQC86Q,177.92361
5.0,4.0,140.0,Suburban,18.0,,False,Electricity,True,True,2021-07-08,Gray,Florian,False,Good,Excellent,Good,Excellent,16.0,2.36,84.6,O5VT Wood 5KC2 Window,179.91249
3.0,2.0,120.0,Rural,67.0,None,False,Oil Heating,False,False,2023-07-15,Gray,,False,Good,Good,Good,Excellent,6.0,1.54,,TZQ Steel 5C6MNG6,395.16137
1.0,1.0,102.0,Rural,,Excellent,False,Oil Heating,True,False,2024-03-13,Green,Florian,False,Good,Excellent,Good,Excellent,46.0,3.39,161.6,AHJ8FM0 Aluminum HMR,367.64759
1.0,1.0,73.0,Suburban,69.0,None,False,Gas,False,False,2022-01-09,Gray,Andreas,False,Good,Good,Poor,Excellent,6.0,1.09,,Wood 9P7Y Window,80.46997
1.0,1.0,44.0,Suburbann,42.0,Good,,Gas,True,True,2021-01-23,Gray,Daniel,False,Good,Excellent,Good,Good,16.0,2.8,,Aluminum F4N61L,75.54672
2.0,1.0,132.0,Suburban,27.0,None,True,Oil Heating,True,True,2021-08-13,Yellow,Stefan,False,Good,Excellent,Good,Good,6.0,1.98,,SWAAK Steel RNU Window,212.69941
3.0,,128.0,Suburban,29.0,None,False,Electricity,False,False,2022-10-01,Green,,False,Excellent,Excellent,Good,Excellent,6.0,2.02,76.8,NFV Aluminum P5TA0 Window,91.6218
2.0,3.0,123.0,Suburbann,38.0,None,False,Electric,True,True,2022-06-22,Yellow,,False,Excellent,Excellent,Excellent,Good,6.0,1.2,,BWZ Aluminum 84SQ Window,114.44502
1.0,1.0,41.0,Suburban,53.0,None,True,Oil,True,True,2024-02-28,White,Sabrina,False,Poor,Excellent,Good,Poor,6.0,2.96,,Aluminum C8KGSQ,59.27714
,,39.0,Urban,19.0,None,,Oil Heating,False,True,2023-07-07,White,Roman,False,Excellent,Excellent,Poor,Good,6.0,3.07,60.8,T4PHBAH Wood 8YOCC Window,158.6977
1.0,,45.0,Urban,47.0,,True,Oil Heating,True,True,2022-10-05,Gray,Daniel,False,Excellent,Good,Good,Excellent,6.0,1.87,,Wood E6MY,177.63342
1.0,1.0,123.0,Suburban,39.0,Poor,,Oil,False,False,2020-10-10,White,Sandra,False,Good,Good,Excellent,Poor,14.0,3.33,200.0,ZND Wood O0UW,140.91121
1.0,1.0,78.0,Urban,,None,,Oil,False,True,2020-04-28,Green,,False,Excellent,Good,Excellent,Good,6.0,3.3,123.2,Wood L3XK,186.75384
1.0,2.0,87.0,Suburbann,61.0,Good,False,Electric,True,False,2023-06-23,Gray,,False,Excellent,Excellent,Excellent,Poor,16.0,1.46,,PBSBA9L Steel MRIZ,138.39895
1.0,1.0,40.0,Urban,,,False,Electricity,False,True,2022-07-23,Gray,Roman,False,Good,Good,Good,Good,14.0,2.82,,MZ90 Steel QKD7Z9H Window,185.83721
1.0,,74.0,Rural,36.0,None,False,Gas,False,True,2023-12-08,,Sabrina,False,Poor,Excellent,Poor,Poor,6.0,4.66,,SZRJV1A Steel 4RS Window,304.53114
1.0,2.0,92.0,Suburbann,,,,Oil Heating,False,True,2021-04-30,Yellow,,False,Excellent,Excellent,Good,Poor,6.0,3.41,,Aluminum FAMPXCH Window,101.59618
1.0,,75.0,Rural,,Good,False,Oil Heating,True,True,2023-03-19,Yellow,Maria,False,Good,Excellent,Good,Excellent,16.0,2.11,118.4,1VCM16 Wood 2DK7T Window,345.47573
2.0,2.0,80.0,Suburbann,52.0,None,False,Oil,False,False,2024-03-05,Yellow,Sabrina,False,Good,Good,Good,Excellent,6.0,4.14,,Aluminum R7ZUGEK Window,86.32978
1.0,,58.0,Urban,,None,False,Oil Heating,False,True,2021-03-20,Yellow,Andreas,False,Good,Good,Excellent,Good,6.0,1.93,94.4,Steel AL2Y,211.80228
2.0,2.0,94.0,Urban,67.0,,False,Gas,True,True,2022-06-13,Green,,False,Excellent,Good,Excellent,Poor,16.0,3.42,,Wood AWAD Window,243.03653
1.0,1.0,33.0,Rural,70.0,None,,Gas,False,True,2023-05-21,Green,Johanna,False,Good,Good,Good,Good,6.0,1.6,,Steel JEGBI0F Window,241.17348
2.0,2.0,138.0,Suburban,52.0,,False,Electricity,True,False,2020-08-13,Gray,,False,Poor,Poor,Good,Poor,6.0,2.47,82.2,XYNQ0Q Steel FO30K,126.06172
3.0,1.0,119.0,Urban,70.0,None,False,Oil,False,True,2021-03-27,White,Denis,False,Good,Poor,Good,Poor,6.0,1.64,,Wood C961Y Window,244.05737
,1.0,53.0,Suburban,-38.0,None,,Gas,False,True,2022-06-11,Green,,False,Good,Good,Excellent,Good,6.0,2.28,53.0,M1MITJ2 Wood 6VNXIG4 Window,87.0439
1.0,1.0,100.0,Urban,48.0,,False,Gas,False,True,2023-11-18,Green,,False,Good,Good,Good,Excellent,6.0,3.36,,B7O Steel GEPZ,266.35565
1.0,,99.0,Urban,53.0,,False,Gas,False,False,2022-03-23,White,Johanna,False,Excellent,Good,Poor,Good,16.0,1.47,,W0UC Steel 8UJ1,229.69162
1.0,1.0,59.0,Suburban,23.0,Good,,Oil,False,False,2020-06-27,Green,Lukas,False,Poor,Good,Excellent,Good,16.0,2.86,,H7GP6R9 Aluminum O9TUX4P,74.68073
,2.0,91.0,Urban,58.0,,,Oil,False,True,2023-07-15,White,,False,Good,Poor,Excellent,Excellent,16.0,2.51,,Aluminum JEJY,214.05056
3.0,3.0,133.0,Rural,52.0,,False,Oil Heating,False,True,2021-08-22,Yellow,Sandra,False,Poor,Excellent,Good,Excellent,6.0,4.74,216.0,339 Aluminum P8W8T1 Window,352.56597
2.0,1.0,87.0,Rural,,Excellent,,Oil Heating,True,True,2021-01-11,Gray,Theresa,False,Good,Excellent,Poor,Poor,46.0,1.2,136.0,Wood MAFP5UY,8597.678
2.0,1.0,133.0,Urban,50.0,None,False,Gas,False,False,2022-02-25,Gray,Theresa,False,Poor,Good,Excellent,Good,6.0,1.01,,Wood 65T,198.63211
2.0,,77.0,Rural,29.0,,False,Gas,False,False,2023-02-17,White,Roman,False,Excellent,Good,Excellent,Good,16.0,1.74,,TDLBD Wood 6FAI Window,270.93512
1.0,2.0,83.0,Suburbann,68.0,None,True,Gas,False,False,2020-03-15,Gray,,False,Poor,Poor,Excellent,Good,6.0,2.62,83.0,Aluminum 81G7 Window,56.91172
1.0,1.0,25.0,Rural,39.0,,True,Gas,False,False,2023-07-17,Yellow,,False,Excellent,Poor,Excellent,Excellent,6.0,2.8,24.0,Steel 2K2,212.14669
1.0,2.0,93.0,Urban,49.0,,,Electricity,True,True,2021-10-06,White,,False,Poor,Good,Excellent,Good,6.0,1.4,,Aluminum 1Q5,133.05612
2.0,2.0,76.0,Rural,,None,False,Electricity,True,True,2022-01-26,,Theresa,False,Excellent,Good,Good,Good,6.0,1.85,46.2,Aluminum X7G Window,163.32306
1.0,1.0,57.0,Rural,35.0,Good,True,Electric,False,True,2022-12-31,Gray,Roman,False,Good,Excellent,Good,Good,16.0,1.52,34.8,Aluminum MHU1,176.95282
1.0,1.0,55.0,Suburban,29.0,None,False,Oil,True,False,2023-11-28,Yellow,,False,Good,Excellent,Good,Poor,6.0,3.95,86.4,Wood UPM,94.23314
3.0,2.0,111.0,Suburban,2.0,Poor,False,Oil Heating,True,True,2020-09-08,Gray,Laura,False,Good,Poor,Good,Excellent,14.0,2.87,,8M3FVMP Wood P2I,177.11033
3.0,1.0,122.0,Suburban,51.0,,,Gas,False,True,2023-02-15,Green,Sabrina,False,Poor,Excellent,Excellent,Good,6.0,2.01,,8YLQD Steel 9HA,177.40216
3.0,1.0,108.0,Suburbann,65.0,,False,Electric,True,False,2024-03-28,White,Denis,False,Good,Good,Excellent,Poor,6.0,3.0,,U1K2ZPA Aluminum ZUYQL Window,77.5376
1.0,1.0,57.0,Urban,35.0,None,False,Gas,False,True,2023-09-12,White,Daniel,False,Good,Good,Excellent,Good,6.0,3.25,58.0,X8G3S Aluminum 0KICYG,111.69816
2.0,1.0,70.0,Rural,-1.0,,False,Electricity,False,True,2023-06-15,White,Roman,False,Good,Good,Poor,Excellent,6.0,3.23,,Wood NDS Window,237.67733
2.0,2.0,89.0,,62.0,,True,Oil Heating,True,True,2020-10-15,White,Lukas,False,Excellent,Excellent,Good,Good,6.0,1.72,,OE9IC Steel S9X Window,399.92552
1.0,1.0,93.0,Urban,44.0,,,Oil Heating,True,True,2020-09-28,Gray,,False,Good,Good,Poor,Good,46.0,2.96,147.2,MU7 Aluminum A4Z,267.92421
2.0,2.0,143.0,Urban,,None,,Oil,True,True,2020-10-02,Green,,False,Excellent,Good,Poor,Poor,6.0,2.31,232.0,Steel HZ6VJ6T,344.03748
2.0,2.0,115.0,Urban,41.0,None,,Gas,False,True,2020-11-11,Yellow,Martin,False,Excellent,Excellent,Excellent,Poor,6.0,1.35,114.0,3BFAI4 Aluminum LA1OB9K Window,178.71534
1.0,,68.0,Rural,,Excellent,True,Electric,False,True,2023-08-07,Yellow,Florian,False,Excellent,Excellent,Excellent,Poor,46.0,1.79,40.8,UCEWG Steel CYOG7Z Window,440.77934
1.0,,150.0,Suburban,48.0,,,Oil Heating,False,True,2023-09-11,Yellow,,False,Excellent,Poor,Poor,Poor,14.0,2.74,,Aluminum KOJJGH5 Window,168.82725
4.0,1.0,136.0,Rural,25.0,Good,True,Electric,False,False,2021-01-23,Yellow,Sabrina,False,Excellent,Good,Good,Good,16.0,2.12,,Steel ADT9G Window,356.37917
1.0,1.0,36.0,Rural,60.0,Good,True,Electric,False,True,2022-09-21,White,Andreas,False,Poor,Good,Excellent,Excellent,16.0,3.1,21.6,H88DC Aluminum TLW Window,137.6421
1.0,,31.0,Rural,45.0,,False,Oil Heating,False,True,2023-02-03,Green,Roman,False,Excellent,Good,Good,Good,6.0,2.94,49.6,Wood QCLG Window,194.63095
1.0,5.0,137.0,Urban,48.0,None,False,Electric,False,True,2022-10-09,,,False,Poor,Good,Good,Excellent,6.0,3.15,81.6,IJQMV Wood FQ1K,228.76437
1.0,1.0,105.0,Suburban,52.0,Poor,False,Gas,False,True,2020-09-20,Gray,Natalie,False,Excellent,Poor,Good,Good,14.0,1.19,106.0,406J Wood 9WMTNU,129.33894
2.0,,76.0,Rural,63.0,None,True,Oil Heating,True,True,2023-03-21,Yellow,Maria,False,Poor,Good,Good,Good,6.0,2.16,120.0,AL04LJ7 Aluminum IDOCDNG,220.56655
1.0,2.0,110.0,Rural,71.0,,,Electric,False,True,2024-02-03,Yellow,,False,Excellent,Poor,Good,Good,16.0,3.29,,VE3YSP Aluminum 7Y29MQ,234.84885
2.0,2.0,81.0,Rural,24.0,None,False,Oil Heating,False,True,2022-12-09,Green,,False,Poor,Good,Excellent,Poor,6.0,1.57,129.6,6KL1U1 Steel RD70ENU,378.74259
2.0,2.0,82.0,Urban,57.0,,False,Oil Heating,True,True,2020-03-15,White,Maria,False,Good,Poor,Excellent,Excellent,16.0,3.31,,V7UJG Wood X5Z,245.72987
1.0,,95.0,Suburbann,39.0,None,False,Gas,False,False,2020-12-27,Yellow,Daniel,False,Excellent,Good,Good,Excellent,6.0,2.38,94.0,Aluminum 213O,76.53019
1.0,1.0,38.0,Urban,51.0,None,True,Oil,False,False,2023-12-12,Gray,Martin,False,Poor,Good,Excellent,Good,6.0,2.42,,Steel J96 Window,167.95248
1.0,2.0,105.0,Urban,46.0,,False,Electric,True,False,2021-04-07,White,,False,Good,Good,Excellent,Poor,6.0,1.36,63.0,Steel HUREJ,200.93416
,2.0,87.0,Urban,46.0,None,False,Oil,False,False,2021-08-10,Yellow,Florian,False,Poor,Good,Good,Poor,6.0,4.2,136.0,Steel D3A17,213.13728
1.0,,23.0,Suburban,46.0,Good,False,Oil Heating,False,True,2022-08-03,Yellow,,False,Excellent,Good,Excellent,Excellent,16.0,2.97,,Aluminum FOU,68.85509
2.0,1.0,128.0,Suburbann,32.0,None,True,Electricity,True,False,2023-05-25,White,Laura,False,Excellent,Excellent,Poor,Poor,6.0,3.65,,I189K6 Wood M6R,113.59548
3.0,2.0,116.0,Suburbann,17.0,Good,False,Electric,False,True,2022-08-22,White,,False,Poor,Good,Good,Poor,16.0,3.47,69.6,L2UJY2P Steel DJU Window,170.72355
1.0,1.0,118.0,Rural,56.0,Poor,False,Electricity,True,True,2021-01-19,Green,Daniel,False,Excellent,Good,Good,Poor,14.0,1.92,,7LA Aluminum IO4E6H Window,228.78711
3.0,3.0,111.0,Suburban,58.0,Excellent,False,Electricity,False,True,2021-11-28,Yellow,Theresa,False,Poor,Good,Good,Excellent,46.0,1.65,66.6,40NN Aluminum 2PZRZ65 Window,150.25164
1.0,1.0,28.0,Rural,42.0,None,,Oil,True,False,2020-11-21,Yellow,Lukas,False,Good,Good,Excellent,Good,6.0,3.21,44.8,RMKXF Wood AA63N Window,161.61702
