Bedrooms,Bathrooms,SquareFootageHouse,Location_Rural,Location_Suburban,Location_Urban,Age,PoolQuality,HeatingType_Electricity,HeatingType_Gas,HeatingType_Oil,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor_Gray,HouseColor_Green,HouseColor_White,HouseColor_Yellow,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames_Aluminum,WindowModelNames_Steel,WindowModelNames_Wood,Price
2,3,129.0,0.0,0.0,1.0,63.0,2,0.0,1.0,0.0,1,1,39,0.0,1.0,0.0,0.0,0,2,1,2,3,16,1.71,104.78552675120935,0.0,0.0,1.0,263.48257
2,4,134.0,0.0,0.0,1.0,35.0,2,0.0,0.0,1.0,1,1,11,0.0,1.0,0.0,0.0,0,2,3,2,2,16,1.97,216.55796759908196,0.0,1.0,0.0,413.91325
1,1,46.0,0.0,0.0,1.0,61.0,0,0.0,1.0,0.0,0,1,25,0.0,0.0,0.0,1.0,0,3,3,2,2,6,4.54,45.0,0.0,0.0,1.0,131.35081
1,1,44.0,0.0,1.0,0.0,37.0,0,0.0,1.0,0.0,1,0,13,0.0,1.0,0.0,0.0,0,2,3,3,2,6,2.36,45.0,1.0,0.0,0.0,56.12531
1,1,36.0,1.0,0.0,0.0,59.0,2,0.0,1.0,0.0,1,1,45,0.0,0.0,1.0,0.0,0,1,2,2,2,16,4.26,30.327994298882228,0.0,0.0,1.0,210.18379
1,1,89.0,1.0,0.0,0.0,47.0,1,0.0,1.0,0.0,0,1,8,0.0,1.0,0.0,0.0,0,2,1,3,2,14,2.37,77.73179516821318,0.0,1.0,0.0,369.94703
1,1,33.0,1.0,0.0,0.0,40.0,0,0.0,1.0,0.0,0,0,47,1.0,0.0,0.0,0.0,0,2,2,3,2,6,1.39,32.0,0.0,1.0,0.0,199.22281
2,2,69.0,0.0,0.0,1.0,36.0,0,1.0,0.0,0.0,0,1,12,0.0,0.0,0.0,1.0,0,2,2,2,2,6,1.3,41.4,1.0,0.0,0.0,109.66716
1,1,66.0,0.0,0.0,1.0,62.0,0,0.0,0.0,1.0,1,1,2,0.0,0.0,1.0,0.0,0,1,3,3,3,6,3.89,107.2,1.0,0.0,0.0,157.02726
1,1,35.0,1.0,0.0,0.0,52.0,0,1.0,0.0,0.0,0,1,33,0.0,0.0,0.0,1.0,0,2,2,2,2,6,2.52,20.4,1.0,0.0,0.0,85.22168
2,5,144.0,1.0,0.0,0.0,43.0,0,1.0,0.0,0.0,1,0,36,1.0,0.0,0.0,0.0,0,3,2,1,3,6,1.44,118.21042616451734,0.0,0.0,1.0,290.83335
3,3,112.0,1.0,0.0,0.0,40.0,3,1.0,0.0,0.0,1,1,21,0.0,0.0,1.0,0.0,0,3,2,2,1,46,1.85,68.4,1.0,0.0,0.0,381.84218
1,1,83.0,0.0,1.0,0.0,48.0,1,0.0,0.0,1.0,1,1,10,0.0,1.0,0.0,0.0,0,3,3,2,2,14,3.25,134.4,0.0,1.0,0.0,187.1327
2,1,110.0,0.0,1.0,0.0,36.0,0,0.0,1.0,0.0,0,0,41,0.0,0.0,1.0,0.0,0,3,3,1,1,6,3.6,111.0,0.0,0.0,1.0,105.38268
1,1,21.0,0.0,1.0,0.0,60.0,3,0.0,0.0,1.0,1,0,4,0.0,0.0,1.0,0.0,0,2,2,3,2,46,2.13,34.77145864144946,0.0,0.0,1.0,117.24256
2,2,85.0,1.0,0.0,0.0,37.0,0,0.0,0.0,1.0,0,1,16,0.0,0.0,0.0,1.0,0,2,2,3,3,6,1.27,134.4,0.0,0.0,1.0,329.98131
1,1,59.0,1.0,0.0,0.0,33.0,0,1.0,0.0,0.0,0,1,20,1.0,0.0,0.0,0.0,0,3,2,2,2,6,2.07,45.63573317487041,1.0,0.0,0.0,134.87541
1,1,31.0,1.0,0.0,0.0,69.0,2,1.0,0.0,0.0,1,1,39,1.0,0.0,0.0,0.0,0,3,3,2,2,16,3.02,26.59594608252401,0.0,0.0,1.0,215.26759
1,2,106.0,0.0,0.0,1.0,25.0,0,0.0,1.0,0.0,1,0,49,1.0,0.0,0.0,0.0,0,3,2,1,1,6,2.45,106.0,0.0,1.0,0.0,215.97648
1,1,58.0,0.0,0.0,1.0,66.0,2,0.0,0.0,1.0,1,1,29,0.0,1.0,0.0,0.0,0,2,2,3,2,16,2.52,83.70700164386399,0.0,1.0,0.0,259.88653
1,1,27.0,1.0,0.0,0.0,50.0,2,0.0,0.0,1.0,1,1,0,1.0,0.0,0.0,0.0,0,2,3,1,3,16,2.73,46.4,0.0,1.0,0.0,329.06989
1,1,50.0,0.0,0.0,1.0,20.0,0,1.0,0.0,0.0,0,1,38,1.0,0.0,0.0,0.0,0,3,2,2,3,6,2.65,40.59583197620481,0.0,1.0,0.0,192.68739
1,1,45.0,0.0,0.0,1.0,42.0,0,0.0,1.0,0.0,0,0,7,0.0,0.0,1.0,0.0,0,3,2,1,2,6,2.15,44.0,1.0,0.0,0.0,73.01597
1,1,40.0,0.0,0.0,1.0,59.0,0,1.0,0.0,0.0,1,1,5,0.0,0.0,0.0,1.0,0,2,2,3,2,6,4.68,24.0,1.0,0.0,0.0,85.6927
1,1,54.0,0.0,0.0,1.0,46.0,0,0.0,0.0,1.0,1,1,20,0.0,1.0,0.0,0.0,0,3,2,2,3,6,2.2,86.4,0.0,1.0,0.0,240.31304
1,3,120.0,0.0,0.0,1.0,36.0,0,0.0,1.0,0.0,0,0,34,0.0,0.0,0.0,1.0,0,1,3,2,2,6,3.26,93.86917852813518,0.0,0.0,1.0,189.09294
2,1,60.0,0.0,1.0,0.0,48.0,0,0.0,1.0,0.0,0,0,46,1.0,0.0,0.0,0.0,0,2,2,2,2,6,2.24,43.61304033076108,1.0,0.0,0.0,48.49086
2,1,81.0,1.0,0.0,0.0,63.0,0,0.0,1.0,0.0,1,1,33,0.0,0.0,1.0,0.0,0,3,2,2,1,6,3.05,82.0,0.0,1.0,0.0,326.95781
1,1,56.0,1.0,0.0,0.0,42.0,0,1.0,0.0,0.0,0,1,14,0.0,1.0,0.0,0.0,0,2,2,3,1,6,3.31,47.50551002646241,0.0,1.0,0.0,268.41264
1,1,81.0,0.0,1.0,0.0,47.0,0,0.0,1.0,0.0,0,1,50,0.0,1.0,0.0,0.0,0,2,2,1,3,6,1.71,83.0,0.0,0.0,1.0,96.35935
1,5,146.0,0.0,0.0,1.0,27.0,0,0.0,0.0,1.0,0,1,29,0.0,1.0,0.0,0.0,0,2,2,2,3,6,2.65,235.97059507838773,0.0,1.0,0.0,378.09316
1,1,46.0,0.0,0.0,1.0,48.0,0,0.0,1.0,0.0,1,1,19,0.0,0.0,0.0,1.0,0,3,2,1,3,6,1.56,46.0,0.0,1.0,0.0,207.05593
1,3,116.0,0.0,0.0,1.0,39.0,0,0.0,0.0,1.0,1,0,26,0.0,0.0,1.0,0.0,0,3,3,2,1,6,1.36,184.82150200180422,1.0,0.0,0.0,194.77499
1,1,52.0,0.0,1.0,0.0,63.0,0,1.0,0.0,0.0,1,1,28,0.0,1.0,0.0,0.0,0,2,1,2,2,6,1.71,37.88559923934638,1.0,0.0,0.0,48.71951
1,1,58.0,1.0,0.0,0.0,42.0,0,0.0,0.0,1.0,0,1,40,0.0,0.0,0.0,1.0,0,2,3,2,3,6,4.37,92.8,0.0,1.0,0.0,302.38519
2,1,78.0,1.0,0.0,0.0,41.0,1,0.0,0.0,1.0,1,0,12,1.0,0.0,0.0,0.0,0,3,3,3,2,14,1.41,124.8,1.0,0.0,0.0,231.679
1,1,44.0,0.0,0.0,1.0,39.0,2,0.0,0.0,1.0,1,1,49,0.0,1.0,0.0,0.0,0,3,1,3,1,16,1.52,69.92651058647981,0.0,0.0,1.0,182.52735
1,1,50.0,1.0,0.0,0.0,51.0,0,0.0,1.0,0.0,0,1,50,0.0,0.0,0.0,1.0,0,3,1,1,2,6,4.15,40.11295765445349,0.0,0.0,1.0,175.91141
1,1,21.0,1.0,0.0,0.0,58.0,0,0.0,1.0,0.0,0,1,8,0.0,0.0,0.0,1.0,0,3,2,2,1,6,4.71,22.0,0.0,1.0,0.0,227.44803
2,1,103.0,0.0,0.0,1.0,54.0,0,0.0,0.0,1.0,0,1,43,0.0,0.0,1.0,0.0,0,2,1,1,2,6,3.83,163.2,0.0,0.0,1.0,217.5162
2,2,105.0,0.0,0.0,1.0,64.0,0,0.0,1.0,0.0,0,1,24,0.0,0.0,1.0,0.0,0,2,2,3,3,6,3.32,104.0,1.0,0.0,0.0,166.85527
2,2,124.0,0.0,0.0,1.0,59.0,0,1.0,0.0,0.0,0,1,37,0.0,0.0,0.0,1.0,0,3,3,3,2,6,4.42,74.4,1.0,0.0,0.0,164.2854
1,2,120.0,0.0,1.0,0.0,55.0,2,1.0,0.0,0.0,1,0,35,0.0,0.0,1.0,0.0,0,3,2,3,2,16,1.35,70.72652318885633,0.0,0.0,1.0,91.90176
2,1,86.0,1.0,0.0,0.0,55.0,1,1.0,0.0,0.0,0,1,32,0.0,0.0,0.0,1.0,0,2,2,2,2,14,1.25,52.2,0.0,0.0,1.0,256.16868
1,2,122.0,0.0,0.0,1.0,62.0,2,1.0,0.0,0.0,0,1,27,0.0,0.0,0.0,1.0,0,2,2,2,3,16,3.7,73.2,1.0,0.0,0.0,177.93653
1,1,41.0,0.0,1.0,0.0,32.0,3,0.0,0.0,1.0,1,1,33,0.0,1.0,0.0,0.0,0,2,2,3,2,46,2.64,65.6,1.0,0.0,0.0,120.46112
1,1,27.0,1.0,0.0,0.0,57.0,3,0.0,1.0,0.0,0,1,38,1.0,0.0,0.0,0.0,0,1,1,3,2,46,2.16,26.0,0.0,0.0,1.0,281.75213
1,1,29.0,0.0,1.0,0.0,31.0,0,0.0,0.0,1.0,0,0,31,0.0,0.0,0.0,1.0,0,2,2,2,3,6,2.58,44.8,1.0,0.0,0.0,41.50118
1,1,43.0,0.0,0.0,1.0,63.0,0,0.0,1.0,0.0,1,1,38,1.0,0.0,0.0,0.0,0,2,3,3,3,6,1.23,34.17180857233119,0.0,0.0,1.0,152.01113
3,2,136.0,1.0,0.0,0.0,13.0,0,1.0,0.0,0.0,0,0,34,0.0,0.0,0.0,1.0,0,2,2,1,2,6,1.2,105.42390112641084,0.0,1.0,0.0,295.48104
2,2,72.0,1.0,0.0,0.0,68.0,3,0.0,0.0,1.0,1,1,31,0.0,0.0,1.0,0.0,0,2,2,2,1,46,3.48,115.2,0.0,0.0,1.0,416.7227
5,5,137.0,0.0,0.0,1.0,55.0,0,0.0,1.0,0.0,0,1,23,0.0,0.0,1.0,0.0,0,2,1,1,3,6,3.43,138.0,0.0,0.0,1.0,270.10077
1,1,69.0,0.0,0.0,1.0,43.0,3,1.0,0.0,0.0,0,0,26,0.0,0.0,0.0,1.0,0,2,1,3,3,46,3.88,94.74281506562238,0.0,1.0,0.0,251.30526
1,1,53.0,0.0,0.0,1.0,48.0,0,1.0,0.0,0.0,1,1,48,0.0,0.0,0.0,1.0,0,2,2,2,1,6,2.08,32.4,0.0,0.0,1.0,124.47299
1,1,67.0,0.0,0.0,1.0,57.0,0,0.0,1.0,0.0,0,0,23,0.0,1.0,0.0,0.0,0,2,2,3,2,6,3.22,53.12560808678026,0.0,1.0,0.0,179.48507
1,1,20.0,0.0,1.0,0.0,51.0,3,0.0,0.0,1.0,1,1,45,1.0,0.0,0.0,0.0,0,3,2,1,3,46,2.01,32.0,1.0,0.0,0.0,103.67234
1,2,98.0,0.0,1.0,0.0,53.0,2,0.0,0.0,1.0,0,1,41,1.0,0.0,0.0,0.0,0,2,1,1,3,16,1.01,156.8,1.0,0.0,0.0,118.38902
5,1,145.0,0.0,0.0,1.0,47.0,2,0.0,0.0,1.0,0,1,9,1.0,0.0,0.0,0.0,0,1,1,2,2,16,2.61,232.0,0.0,0.0,1.0,338.96564
1,2,145.0,0.0,1.0,0.0,24.0,3,0.0,0.0,1.0,0,1,4,0.0,0.0,1.0,0.0,0,3,1,2,1,46,3.62,230.4,0.0,1.0,0.0,285.70427
2,3,117.0,0.0,1.0,0.0,54.0,0,0.0,1.0,0.0,1,1,44,0.0,0.0,0.0,1.0,0,3,3,2,2,6,1.9,117.0,1.0,0.0,0.0,114.88477
4,2,129.0,1.0,0.0,0.0,64.0,0,1.0,0.0,0.0,0,1,2,0.0,1.0,0.0,0.0,0,2,1,1,1,6,1.7,110.37534846797551,0.0,1.0,0.0,366.06377
1,1,26.0,0.0,0.0,1.0,47.0,0,0.0,0.0,1.0,1,1,16,0.0,0.0,0.0,1.0,0,2,3,1,3,6,3.39,40.0,0.0,0.0,1.0,129.72281
1,1,30.0,0.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0,1,26,1.0,0.0,0.0,0.0,0,3,2,2,3,6,2.94,49.6,1.0,0.0,0.0,61.28632
3,1,134.0,0.0,1.0,0.0,49.0,0,0.0,1.0,0.0,0,1,7,1.0,0.0,0.0,0.0,0,1,1,2,2,6,3.1,134.0,1.0,0.0,0.0,113.12582
1,1,20.0,0.0,0.0,1.0,42.0,2,0.0,0.0,1.0,1,0,11,1.0,0.0,0.0,0.0,0,1,1,3,2,16,1.12,31.869210138872205,0.0,1.0,0.0,173.62971
1,1,27.0,1.0,0.0,0.0,34.0,1,0.0,1.0,0.0,0,1,12,0.0,0.0,0.0,1.0,0,2,3,3,3,14,4.03,22.12144619195419,1.0,0.0,0.0,149.99121
2,3,115.0,0.0,0.0,1.0,71.0,0,1.0,0.0,0.0,1,1,46,0.0,0.0,1.0,0.0,0,3,2,2,2,6,2.95,90.81114018178174,0.0,0.0,1.0,204.20415
5,1,147.0,0.0,0.0,1.0,27.0,2,0.0,1.0,0.0,0,1,26,0.0,0.0,1.0,0.0,0,1,1,2,1,16,1.3,146.0,0.0,1.0,0.0,336.6885
5,1,144.0,1.0,0.0,0.0,59.0,0,1.0,0.0,0.0,0,1,49,0.0,1.0,0.0,0.0,0,2,2,1,2,6,2.53,87.0,0.0,0.0,1.0,286.85049
1,1,95.0,0.0,0.0,1.0,37.0,2,1.0,0.0,0.0,0,1,40,0.0,0.0,0.0,1.0,0,1,1,3,2,16,1.36,56.4,1.0,0.0,0.0,149.28673
1,1,24.0,0.0,0.0,1.0,36.0,0,0.0,1.0,0.0,1,1,39,0.0,1.0,0.0,0.0,0,1,2,3,3,6,2.55,20.399268241701762,0.0,1.0,0.0,175.9338
3,3,125.0,0.0,1.0,0.0,52.0,0,0.0,1.0,0.0,0,1,1,0.0,1.0,0.0,0.0,0,1,3,2,3,6,2.75,97.66677351735811,0.0,1.0,0.0,188.81029
1,1,59.0,0.0,0.0,1.0,50.0,0,1.0,0.0,0.0,1,0,18,0.0,0.0,1.0,0.0,0,3,1,2,2,6,2.23,37.2,0.0,1.0,0.0,174.77886
1,1,41.0,0.0,1.0,0.0,55.0,2,0.0,1.0,0.0,0,1,39,0.0,1.0,0.0,0.0,0,2,2,2,2,16,1.71,42.0,0.0,1.0,0.0,118.883
2,2,70.0,0.0,0.0,1.0,51.0,0,1.0,0.0,0.0,1,1,3,0.0,0.0,0.0,1.0,0,2,1,1,3,6,3.31,55.02260959835645,0.0,0.0,1.0,168.68387
2,3,101.0,0.0,1.0,0.0,34.0,2,0.0,0.0,1.0,1,0,49,0.0,1.0,0.0,0.0,0,2,2,3,2,16,2.68,160.7623045502998,0.0,1.0,0.0,165.18466
1,1,96.0,0.0,0.0,1.0,54.0,0,0.0,0.0,1.0,1,1,15,0.0,0.0,0.0,1.0,0,1,2,2,3,6,2.09,155.2,1.0,0.0,0.0,181.90686
2,2,86.0,0.0,1.0,0.0,62.0,0,0.0,0.0,1.0,0,1,38,0.0,0.0,1.0,0.0,0,2,2,2,3,6,3.14,136.0,0.0,0.0,1.0,128.44666
2,3,117.0,1.0,0.0,0.0,41.0,0,0.0,1.0,0.0,0,1,23,1.0,0.0,0.0,0.0,0,2,2,3,2,6,1.02,116.0,1.0,0.0,0.0,260.6362
2,3,120.0,1.0,0.0,0.0,34.0,0,1.0,0.0,0.0,0,1,8,0.0,1.0,0.0,0.0,0,2,1,2,3,6,3.0,72.0,0.0,1.0,0.0,378.64103
2,2,120.0,1.0,0.0,0.0,40.0,0,1.0,0.0,0.0,0,1,3,0.0,1.0,0.0,0.0,0,3,1,2,1,6,2.37,71.4,1.0,0.0,0.0,213.97397
1,1,40.0,0.0,0.0,1.0,52.0,0,0.0,0.0,1.0,0,1,6,0.0,1.0,0.0,0.0,0,3,1,3,3,6,1.6,63.948383117847975,0.0,0.0,1.0,159.09977
1,2,70.0,0.0,0.0,1.0,46.0,0,0.0,1.0,0.0,0,1,39,1.0,0.0,0.0,0.0,0,2,2,1,3,6,1.65,69.0,0.0,1.0,0.0,201.0415
1,1,47.0,0.0,0.0,1.0,36.0,0,0.0,0.0,1.0,1,0,49,0.0,1.0,0.0,0.0,0,2,2,3,2,6,2.38,75.37851066407079,0.0,0.0,1.0,137.29978
1,1,104.0,0.0,0.0,1.0,46.0,2,1.0,0.0,0.0,0,1,30,0.0,1.0,0.0,0.0,0,1,2,2,2,16,2.03,79.45863866436153,1.0,0.0,0.0,141.41593
1,2,80.0,1.0,0.0,0.0,57.0,0,0.0,1.0,0.0,1,1,9,0.0,1.0,0.0,0.0,0,2,2,2,3,6,3.03,69.71823856484589,0.0,1.0,0.0,353.83271
1,1,25.0,1.0,0.0,0.0,71.0,0,0.0,1.0,0.0,1,0,7,0.0,0.0,0.0,1.0,0,1,2,1,2,6,2.85,21.437607340943977,0.0,1.0,0.0,189.49891
1,1,35.0,1.0,0.0,0.0,52.0,3,0.0,1.0,0.0,1,1,15,0.0,0.0,1.0,0.0,0,2,2,3,3,46,2.73,34.71497369437147,0.0,1.0,0.0,425.90971
1,1,59.0,1.0,0.0,0.0,69.0,0,0.0,1.0,0.0,0,1,5,1.0,0.0,0.0,0.0,0,2,2,2,2,6,1.04,57.0,0.0,0.0,1.0,206.81693
1,1,26.0,1.0,0.0,0.0,50.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0,1,3,2,2,6,2.52,15.6,1.0,0.0,0.0,66.73551
1,1,42.0,1.0,0.0,0.0,37.0,0,1.0,0.0,0.0,0,0,4,0.0,0.0,1.0,0.0,0,3,2,2,2,6,3.54,25.8,0.0,0.0,1.0,160.08991
1,1,103.0,0.0,0.0,1.0,57.0,2,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,1.0,0,2,3,2,1,16,4.6,164.17450976673064,1.0,0.0,0.0,233.37753
1,1,54.0,0.0,0.0,1.0,53.0,0,1.0,0.0,0.0,1,1,32,0.0,0.0,1.0,0.0,0,1,3,1,2,6,1.38,41.939716524020305,0.0,0.0,1.0,135.81925
1,2,118.0,1.0,0.0,0.0,52.0,0,1.0,0.0,0.0,0,0,49,1.0,0.0,0.0,0.0,0,3,3,2,3,6,1.74,70.8,1.0,0.0,0.0,177.92361
5,4,140.0,0.0,1.0,0.0,18.0,2,1.0,0.0,0.0,1,1,32,1.0,0.0,0.0,0.0,0,2,3,2,3,16,2.36,84.6,0.0,0.0,1.0,179.91249
3,2,120.0,1.0,0.0,0.0,67.0,0,0.0,0.0,1.0,0,0,8,1.0,0.0,0.0,0.0,0,2,2,2,3,6,1.54,193.0131410061847,0.0,1.0,0.0,395.16137
1,1,102.0,1.0,0.0,0.0,39.0,3,0.0,0.0,1.0,1,0,0,0.0,1.0,0.0,0.0,0,2,3,2,3,46,3.39,161.6,1.0,0.0,0.0,367.64759
1,1,73.0,0.0,1.0,0.0,69.0,0,0.0,1.0,0.0,0,0,26,1.0,0.0,0.0,0.0,0,2,2,1,3,6,1.09,54.090896059786765,0.0,0.0,1.0,80.46997
1,1,44.0,0.0,1.0,0.0,42.0,2,0.0,1.0,0.0,1,1,38,1.0,0.0,0.0,0.0,0,2,3,2,2,16,2.8,32.87063802461606,1.0,0.0,0.0,75.54672
2,1,132.0,0.0,1.0,0.0,27.0,0,0.0,0.0,1.0,1,1,31,0.0,0.0,0.0,1.0,0,2,3,2,2,6,1.98,210.6274281378905,0.0,1.0,0.0,212.69941
3,3,128.0,0.0,1.0,0.0,29.0,0,1.0,0.0,0.0,0,0,17,0.0,1.0,0.0,0.0,0,3,3,2,3,6,2.02,76.8,1.0,0.0,0.0,91.6218
2,3,123.0,0.0,1.0,0.0,38.0,0,1.0,0.0,0.0,1,1,21,0.0,0.0,0.0,1.0,0,3,3,3,2,6,1.2,92.2348161614717,1.0,0.0,0.0,114.44502
1,1,41.0,0.0,1.0,0.0,53.0,0,0.0,0.0,1.0,1,1,1,0.0,0.0,1.0,0.0,0,1,3,2,1,6,2.96,67.20585340590611,1.0,0.0,0.0,59.27714
1,1,39.0,0.0,0.0,1.0,19.0,0,0.0,0.0,1.0,0,1,8,0.0,0.0,1.0,0.0,0,3,3,1,2,6,3.07,60.8,0.0,0.0,1.0,158.6977
1,1,45.0,0.0,0.0,1.0,47.0,0,0.0,0.0,1.0,1,1,17,1.0,0.0,0.0,0.0,0,3,2,2,3,6,1.87,71.59650428799075,0.0,0.0,1.0,177.63342
1,1,123.0,0.0,1.0,0.0,39.0,1,0.0,0.0,1.0,0,0,41,0.0,0.0,1.0,0.0,0,2,2,3,1,14,3.33,200.0,0.0,0.0,1.0,140.91121
1,1,78.0,0.0,0.0,1.0,51.0,0,0.0,0.0,1.0,0,1,47,0.0,1.0,0.0,0.0,0,3,2,3,2,6,3.3,123.2,0.0,0.0,1.0,186.75384
1,2,87.0,0.0,1.0,0.0,61.0,2,1.0,0.0,0.0,1,0,9,1.0,0.0,0.0,0.0,0,3,3,3,1,16,1.46,66.63628808471321,0.0,1.0,0.0,138.39895
1,1,40.0,0.0,0.0,1.0,39.0,1,1.0,0.0,0.0,0,1,20,1.0,0.0,0.0,0.0,0,2,2,2,2,14,2.82,32.783995070575614,0.0,1.0,0.0,185.83721
1,1,74.0,1.0,0.0,0.0,36.0,0,0.0,1.0,0.0,0,1,3,0.0,0.0,0.0,1.0,0,1,3,1,1,6,4.66,63.01730123285964,0.0,1.0,0.0,304.53114
1,2,92.0,0.0,1.0,0.0,49.0,0,0.0,0.0,1.0,0,1,35,0.0,0.0,0.0,1.0,0,3,3,2,1,6,3.41,146.47185117523068,1.0,0.0,0.0,101.59618
1,1,75.0,1.0,0.0,0.0,30.0,2,0.0,0.0,1.0,1,1,12,0.0,0.0,0.0,1.0,0,2,3,2,3,16,2.11,118.4,0.0,0.0,1.0,345.47573
2,2,80.0,0.0,1.0,0.0,52.0,0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,2,2,2,3,6,4.14,127.71612906142735,1.0,0.0,0.0,86.32978
1,1,58.0,0.0,0.0,1.0,61.0,0,0.0,0.0,1.0,0,1,36,0.0,0.0,0.0,1.0,0,2,2,3,2,6,1.93,94.4,0.0,1.0,0.0,211.80228
2,2,94.0,0.0,0.0,1.0,67.0,2,0.0,1.0,0.0,1,1,21,0.0,1.0,0.0,0.0,0,3,2,3,1,16,3.42,76.36858658578466,0.0,0.0,1.0,243.03653
1,1,33.0,1.0,0.0,0.0,70.0,0,0.0,1.0,0.0,0,1,10,0.0,1.0,0.0,0.0,0,2,2,2,2,6,1.6,28.74038576403445,0.0,1.0,0.0,241.17348
2,2,138.0,0.0,1.0,0.0,52.0,0,1.0,0.0,0.0,1,0,43,1.0,0.0,0.0,0.0,0,1,1,2,1,6,2.47,82.2,0.0,1.0,0.0,126.06172
3,1,119.0,0.0,0.0,1.0,70.0,0,0.0,0.0,1.0,0,1,36,0.0,0.0,1.0,0.0,0,2,1,2,1,6,1.64,190.0429584870858,0.0,0.0,1.0,244.05737
1,1,53.0,0.0,1.0,0.0,40.0,0,0.0,1.0,0.0,0,1,21,0.0,1.0,0.0,0.0,0,2,2,3,2,6,2.28,53.0,0.0,0.0,1.0,87.0439
1,1,100.0,0.0,0.0,1.0,48.0,0,0.0,1.0,0.0,0,1,4,0.0,1.0,0.0,0.0,0,2,2,2,3,6,3.36,82.09969952350318,0.0,1.0,0.0,266.35565
1,1,99.0,0.0,0.0,1.0,53.0,2,0.0,1.0,0.0,0,0,24,0.0,0.0,1.0,0.0,0,3,2,1,2,16,1.47,79.67208034164796,0.0,1.0,0.0,229.69162
1,1,59.0,0.0,1.0,0.0,23.0,2,0.0,0.0,1.0,0,0,45,0.0,1.0,0.0,0.0,0,1,2,3,2,16,2.86,95.01660672507376,1.0,0.0,0.0,74.68073
1,2,91.0,0.0,0.0,1.0,58.0,2,0.0,0.0,1.0,0,1,8,0.0,0.0,1.0,0.0,0,2,1,3,3,16,2.51,144.85142093070118,1.0,0.0,0.0,214.05056
3,3,133.0,1.0,0.0,0.0,52.0,0,0.0,0.0,1.0,0,1,31,0.0,0.0,0.0,1.0,0,1,3,2,3,6,4.74,216.0,1.0,0.0,0.0,352.56597
2,1,87.0,1.0,0.0,0.0,47.0,3,0.0,0.0,1.0,1,1,38,1.0,0.0,0.0,0.0,0,2,3,1,1,46,1.2,136.0,0.0,0.0,1.0,393.9822766666666
2,1,133.0,0.0,0.0,1.0,50.0,0,0.0,1.0,0.0,0,0,25,1.0,0.0,0.0,0.0,0,1,2,3,2,6,1.01,104.31423654632721,0.0,0.0,1.0,198.63211
2,1,77.0,1.0,0.0,0.0,29.0,2,0.0,1.0,0.0,0,0,13,0.0,0.0,1.0,0.0,0,3,2,3,2,16,1.74,64.15537475233833,0.0,0.0,1.0,270.93512
1,2,83.0,0.0,1.0,0.0,68.0,0,0.0,1.0,0.0,0,0,48,1.0,0.0,0.0,0.0,0,1,1,3,2,6,2.62,83.0,1.0,0.0,0.0,56.91172
1,1,25.0,1.0,0.0,0.0,39.0,0,0.0,1.0,0.0,0,0,8,0.0,0.0,0.0,1.0,0,3,1,3,3,6,2.8,24.0,0.0,1.0,0.0,212.14669
1,2,93.0,0.0,0.0,1.0,49.0,0,1.0,0.0,0.0,1,1,29,0.0,0.0,1.0,0.0,0,1,2,3,2,6,1.4,70.88391439936667,1.0,0.0,0.0,133.05612
2,2,76.0,1.0,0.0,0.0,40.0,0,1.0,0.0,0.0,1,1,26,1.0,0.0,0.0,0.0,0,3,2,2,2,6,1.85,46.2,1.0,0.0,0.0,163.32306
1,1,57.0,1.0,0.0,0.0,35.0,2,1.0,0.0,0.0,0,1,15,1.0,0.0,0.0,0.0,0,2,3,2,2,16,1.52,34.8,1.0,0.0,0.0,176.95282
1,1,55.0,0.0,1.0,0.0,29.0,0,0.0,0.0,1.0,1,0,4,0.0,0.0,0.0,1.0,0,2,3,2,1,6,3.95,86.4,0.0,0.0,1.0,94.23314
3,2,111.0,0.0,1.0,0.0,2.0,1,0.0,0.0,1.0,1,1,42,1.0,0.0,0.0,0.0,0,2,1,2,3,14,2.87,176.7225277292645,0.0,0.0,1.0,177.11033
3,1,122.0,0.0,1.0,0.0,51.0,0,0.0,1.0,0.0,0,1,13,0.0,1.0,0.0,0.0,0,1,3,3,2,6,2.01,94.78381068108962,0.0,1.0,0.0,177.40216
3,1,108.0,0.0,1.0,0.0,65.0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0,2,2,3,1,6,3.0,79.40237484210134,1.0,0.0,0.0,77.5376
1,1,57.0,0.0,0.0,1.0,35.0,0,0.0,1.0,0.0,0,1,6,0.0,0.0,1.0,0.0,0,2,2,3,2,6,3.25,58.0,1.0,0.0,0.0,111.69816
2,1,70.0,1.0,0.0,0.0,39.0,0,1.0,0.0,0.0,0,1,9,0.0,0.0,1.0,0.0,0,2,2,1,3,6,3.23,57.457528765574736,0.0,0.0,1.0,237.67733
